"['Unspecified', 'type', 'contact', 'person', 'animal', 'plant', 'undetermined', 'intent']",1
"['Other', 'specified', 'antibiotic', 'resistant', 'Helicobacter', 'pylori']",1
"['Subcondylar', 'process', 'mandible']",1
"['Chronic', 'lymphoproliferative', 'disorder', 'NK', 'cells']",1
"['Squamous', 'cell', 'carcinoma', 'gum']",1
"['Other', 'unspecified', 'malignant', 'epithelial', 'neoplasm', 'pharyngeal', 'tonsil']",1
"['years', 'passed']",0
['Carbidopa'],1
"['Analgesics', 'antipyretics', 'drugs']",1
"['Titanium', 'oxide']",1
"['Tracheobronchial', 'haemorrhage', 'originating', 'perinatal', 'period']",1
"['External', 'intercostal', 'muscle']",1
['Stage'],1
"['Subungual', 'exostosis']",1
['audited'],0
"['Disorders', 'histidine', 'metabolism', 'unspecified']",1
"['Inflammatory', 'polyneuropathy']",1
"['Other', 'specified', 'shock']",1
"['Proximal', 'phalanx', 'toe']",1
['tragedy'],0
"['meyer', 'sent', 'reading']",0
"['Other', 'specified', 'acute', 'transient', 'psychotic', 'disorder']",1
"['Fluid', 'patterns', 'unspecified']",1
['man'],0
"['Hard', 'metal', 'dust']",1
['Bazaar'],0
"['Radiation', 'oesophageal', 'ulcer']",1
"['Chronic', 'laryngitis', 'laryngotracheitis']",1
"['Fracture', 'first', 'cervical', 'vertebra', 'burst', 'fracture']",1
"['Digitalis', 'purpurea']",1
['Myeloblast'],1
"['Infraorbital', 'region']",1
['Lymphangitis'],1
"['unspecified', 'infections', 'central', 'nervous', 'system']",1
['Glimepiride'],1
"['Intervertebral', 'disc', 'degeneration', 'unspecified']",1
['Elbow'],1
['leave'],0
['man'],0
"['Beard', 'hair']",1
"['Extent', 'body', 'surface', 'full', 'thickness', 'deep', 'full', 'thickness', 'burn']",1
"['Personal', 'countermeasures', 'jock', 'strap', 'protective', 'cup']",1
['coming'],0
"['Seeing', 'related', 'functions']",1
"['Other', 'specified', 'injury', 'extensor', 'muscle', 'fascia', 'tendon', 'finger', 'wrist', 'hand', 'level']",1
"['Coal', 'tar', 'medicinal', 'ointment']",1
['educated'],0
"['Pudendal', 'plexus']",1
['Eucaine'],1
['trip'],0
['Dionigi'],0
"['Body', 'water', 'beach', 'seashore']",1
['activity'],0
"['Lymphatic', 'vessel', 'rectum']",1
['Valisone'],1
"['Neutrophilia', 'unspecified']",1
['cumulative'],0
['whole'],0
"['Aplasia', 'hypoplasia', 'external', 'auditory', 'canal']",1
['The'],0
['assistant'],0
['would'],0
['Methylscopolamine'],1
['language'],0
"['Injury', 'eye', 'orbit']",1
['workouts'],0
['Methylpolysiloxane'],1
['I'],0
"['Pertussis', 'inactivated', 'whole', 'cell', 'combinations', 'toxoids', 'vaccines']",1
['Flumethiazide'],1
"['Deep', 'transverse', 'perinei', 'tendon']",1
['foot'],0
"['Lower', 'respiratory', 'tract']",1
"['Scale', 'Value']",1
"['Intentional', 'exposure', 'harmful', 'effects', 'substances']",1
"['Cetylpyridinium', 'chloride']",1
"['Other', 'unspecified', 'forms', 'conventional', 'weapons', 'use', 'armed', 'conflict']",1
"['Exposure', 'threat', 'breathing', 'inhalation', 'ingestion', 'food']",1
"['Ewing', 'sarcoma', 'primary', 'site']",1
"['Reproductive', 'toxicity', 'problem', 'device', 'identified']",1
['Meropenem'],1
"['Genitourinary', 'reproductive', 'functions']",1
"['said', 'enthusiasm', 'idea']",0
"['Axillary', 'tail', 'breast']",1
['Propoxyphene'],1
['buildings'],0
"['edmund', 'years']",0
['form'],0
['Hyperdontia'],1
['passed'],0
"['chemical', 'name']",0
['This'],0
"['Overflow', 'incontinence', 'associated', 'pelvic', 'organ', 'prolapse']",1
"['sport', 'really', 'important']",0
"['Burn', 'trunk', 'except', 'perineum', 'genitalia', 'full', 'thickness', 'burn']",1
['Ichtadenovirus'],1
"['Contact', 'health', 'services', 'issue', 'repeat', 'prescription']",1
"['drink', 'son', 'bitch']",0
['illustrated'],0
['mass'],0
"['Inguinocrural', 'fold']",1
"['Intercostal', 'pain']",1
"['felt', 'terrible']",0
"['Other', 'specified', 'bone', 'joint', 'muscle', 'system', 'disorders']",1
"['miami', 'march']",0
"['Other', 'specified', 'symptoms', 'signs', 'clinical', 'findings', 'ear', 'mastoid', 'process']",1
['rather'],0
"['Tetralogy', 'Fallot', 'absent', 'pulmonary', 'valve', 'syndrome']",1
"['Protamine', 'zinc', 'insulin', 'injection']",1
['This'],0
['Furazolidone'],1
"['Temporomandibular', 'joint']",1
"['Certain', 'specified', 'complications', 'puerperium']",1
"['stood', 'slowly']",0
['together'],0
"['Calcium', 'benzamidosalicylate']",1
['Paraquat'],1
"['Pulmonary', 'infection', 'due', 'mycobacterium']",1
"['Congenital', 'intestinal', 'motility', 'disorders']",1
['high'],0
"['Injury', 'muscles', 'tendons', 'unspecified', 'body', 'region']",1
"['Other', 'specified', 'miliary', 'tuberculosis']",1
"['Upper', 'limb', 'deep', 'vein', 'thrombosis']",1
['rides'],0
"['Other', 'specified', 'metabolic', 'nutritional', 'disorders', 'affecting', 'skin']",1
"['Flexor', 'digitorum', 'superficialis', 'tendon']",1
"['Epithelioma', 'benign']",1
"['Proximal', 'nail', 'fold', 'little', 'finger']",1
['military'],0
"['Glaucomatous', 'optic', 'neuropathy']",1
"['Mesonephromas', 'uncertain', 'whether', 'benign', 'malignant']",1
"['Adjustment', 'removal', 'myringotomy', 'stent', 'tube']",1
"['High', 'grade', 'squamous', 'intraepithelial', 'lesion', 'cervix', 'uteri']",1
"['Solitary', 'bone', 'cyst']",1
"['Nitrohydrochloric', 'acid']",1
"['Dysfunction', 'complication', 'pacemaker', 'pacemaker', 'lead', 'implantable', 'cardioverter', 'defibrillator', 'elsewhere', 'classified']",1
"['Torsion', 'testis', 'epididymis', 'appendices', 'unspecified']",1
"['Postmenopausal', 'osteoporosis']",1
"['Acute', 'myeloid', 'leukaemia', 'abnormalities']",1
['Etoposide'],1
['Dichlobenil'],1
['Bithionol'],1
"['Other', 'specified', 'injury', 'flexor', 'muscle', 'fascia', 'tendon', 'finger', 'wrist', 'hand', 'level']",1
"['lymphoma', 'unclassifiable', 'features', 'intermediate', 'diffuse', 'large', 'lymphoma', 'classical', 'Hodgkin', 'lymphoma']",1
"['Antimony', 'pesticide', 'elsewhere', 'classified']",1
"['Sequelae', 'specified', 'infectious', 'diseases']",1
['work'],0
"['Eosinopenia', 'unspecified']",1
"['Disorders', 'gonadal', 'hormone', 'system', 'unspecified']",1
"['Antipsychotics', 'neuroleptics']",1
"['Neurotrophic', 'keratitis']",1
"['Whooping', 'cough']",1
"['Echinococcus', 'granulosus']",1
"['Agents', 'affecting', 'bones', 'joints', 'connective', 'tissue', 'elsewhere', 'classified']",1
['State'],0
['Ganirelix'],1
['physical'],0
"['Irritant', 'contact', 'dermatitis', 'related', 'stoma', 'fistula']",1
"['healthier', 'children']",0
"['Genioglossus', 'muscle']",1
"['Capillary', 'haemangioma']",1
"['Other', 'specified', 'choreiform', 'disorders']",1
"['Fracture', 'occipital', 'condyle', 'skull', 'type', 'III']",1
"['Central', 'sleep', 'apnoea', 'due', 'periodic', 'breathing']",1
['Diphenoxylate'],1
"['Mechanical', 'strabismus']",1
['greeting'],0
"['Other', 'specified', 'problems', 'associated', 'social', 'cultural', 'environment']",1
['company'],0
['Laquinimod'],1
['bread'],0
['emotional'],0
['Methylcellulose'],1
['Oesophagitis'],1
"['psychotic', 'disorder', 'including', 'amphetamines', 'methamphetamine', 'methcathinone', 'delusions']",1
"['Arch', 'second', 'thoracic', 'vertebra']",1
"['Arteriovenous', 'malformation', 'large', 'intestine']",1
['ground'],0
"['Hinge', 'component', 'medical', 'device']",1
"['Injury', 'harm', 'arising', 'surgical', 'medical', 'care', 'elsewhere', 'classified', 'unspecified']",1
['Carbapenems'],1
"['Gaming', 'disorder']",1
['orney'],0
['Flumequine'],1
"['media', 'direct', 'mail']",0
['ended'],0
['us'],0
"['Lymphatic', 'vessel', 'stomach']",1
"['Other', 'specified', 'atypical', 'parkinsonism']",1
"['Disinhibition', 'dementia']",1
['man'],0
"['Diabetes', 'mellitus', 'due', 'drug', 'chemical']",1
"['Diverticulitis', 'small', 'intestine', 'perforation', 'abscess']",1
['Isothipendyl'],1
['Cilostazol'],1
['might'],0
"['Clinical', 'findings', 'diagnostic', 'imaging', 'liver', 'biliary', 'tract']",1
['paper'],0
['Soysterol'],1
"['Contusion', 'external', 'genital', 'organs']",1
['Ecthyma'],1
"['Exposure', 'threat', 'breathing', 'inhalation', 'ingestion', 'gastric', 'contents']",1
['month'],0
"['Neonatal', 'haemorrhage', 'originating', 'spleen']",1
['feed'],0
"['Multidiscipline', 'sports']",1
['Amphenidone'],1
"['Plum', 'kernel']",1
"['Nutritional', 'metabolic', 'anaemias']",1
"['Double', 'outlet', 'right', 'ventricle', 'ventricular', 'septal', 'defect']",1
"['Medial', 'marginal', 'vein']",1
['Fudo'],0
['Bencyclane'],1
['used'],0
['Production'],0
"['Infections', 'due', 'Salmonella', 'organs']",1
"['Food', 'hypersensitivity', 'unspecified']",1
"['Hydronephrosis', 'ureteropelvic', 'junction', 'obstruction']",1
"['Ehrlichia', 'chaffeensis']",1
['Lloyd'],0
['Spesolimab'],1
"['Pneumatosis', 'intestinalis', 'large', 'intestine']",1
"['striking', 'right', 'note']",0
"['Hypertrophic', 'surgical', 'scar']",1
"['Dislocation', 'unspecified', 'parts', 'lumbar', 'spine', 'pelvis', 'without', 'disruption', 'pelvic', 'ring']",1
['space'],0
['music'],0
"['Iron', 'sorbitol', 'citric', 'acid', 'complex']",1
"['Other', 'specified', 'obstruction', 'gallbladder', 'bile', 'ducts']",1
"['Laceration', 'foreign', 'body', 'hip', 'thigh']",1
['physicist'],0
"['Medullary', 'carcinoma', 'amyloid', 'stroma']",1
"['Anastomotic', 'ulcer']",1
"['Other', 'specified', 'juvenile', 'myelomonocytic', 'leukaemia']",1
"['Pulsatilla', 'plant']",1
['social'],0
['Morphine'],1
"['Cyanotic', 'attacks', 'newborn']",1
"['Injury', 'intrinsic', 'muscle', 'fascia', 'tendon', 'thumb', 'wrist', 'hand', 'level']",1
"['Bacteria', 'neither', 'Gram', 'Negative', 'Gram', 'Positive']",1
"['Other', 'specified', 'small', 'yin', 'type', 'patterns']",1
['would'],0
['Jane'],0
['said'],0
"['Aluminium', 'sulfate']",1
"['Rupture', 'lateral', 'collateral', 'ligament', 'knee']",1
"['Herpes', 'simplex', 'keratitis']",1
"['Radiculopathy', 'unspecified']",1
['Phenobutiodil'],1
['leisure'],0
"['Other', 'specified', 'complementary', 'traditional', 'medicines', 'associated', 'injury', 'harm', 'therapeutic', 'use']",1
"['Abscess', 'vulva']",1
['The'],0
"['Symptoms', 'signs', 'involving', 'speech', 'voice']",1
"['sexually', 'transmitted', 'chlamydial', 'infection', 'unspecified', 'site']",1
"['Anal', 'pruritus']",1
"['Adenomyoepithelioma', 'carcinoma']",1
['And'],0
['Mephentermine'],1
['decision'],0
['States'],0
"['Multiple', 'injuries', 'thorax']",1
"['Binge', 'eating']",1
"['Trastuzumab', 'emtansine']",1
"['Intention', 'die', 'aspect']",1
"['Examination', 'admission', 'educational', 'institution']",1
"['tone', 'dry']",0
['Dopamine'],1
"['Neonatal', 'cold', 'injury', 'syndrome']",1
"['Lipomatous', 'neoplasms']",1
"['Secondary', 'psychotic', 'syndrome', 'hallucinations', 'delusions']",1
"['Acute', 'chronic', 'cholecystitis']",1
"['Pregnancy', 'associated', 'disorders']",1
"['Uneasiness', 'disorder']",1
"['Nonstandard', 'device']",1
['Is'],0
"['Unintentional', 'land', 'transport', 'road', 'traffic', 'injury', 'event']",1
"['International', 'emergency', 'code']",1
"['Alkylating', 'agents']",1
"['grosse', 'spread', 'hands']",0
"['Squamous', 'cell', 'carcinoma', 'NOS']",1
['Never'],0
['nearest'],0
"['Renal', 'cell', 'carcinoma', 'NOS']",1
['inch'],0
"['Personal', 'history', 'malignant', 'neoplasm', 'genital', 'organs']",1
"['Anesthesia', 'regional']",1
"['Styloid', 'process', 'radius']",1
"['Structural', 'developmental', 'anomalies', 'digestive', 'tract']",1
"['Hodgkin', 'lymphoma', 'nodular', 'lymphocyte', 'predominant']",1
"['Emepronium', 'bromide']",1
"['Bromine', 'vapor']",1
['hiding'],0
"['Gonococcal', 'infection', 'lower', 'genitourinary', 'tract', 'without', 'periurethral', 'accessory', 'gland', 'abscess']",1
"['Hypertrophic', 'lichen', 'planus']",1
['incompatibility'],1
['recognition'],0
"['Quadriceps', 'femoris', 'tendon']",1
['market'],0
['rather'],0
['emotional'],0
"['Lentigo', 'maligna']",1
"['Duplications', 'short', 'arm', 'chromosome']",1
"['Retinal', 'vascular', 'occlusions']",1
['I'],0
['Clodantoin'],1
['Navy'],0
['people'],0
['Cephalocele'],1
"['Segmental', 'somatic', 'dysfunction']",1
"['Disorders', 'involving', 'integument', 'fetus', 'newborn', 'unspecified']",1
"['National', 'emergency', 'code']",1
"['device', 'quackery', 'lead']",0
"['Polycythaemia', 'neonatorum', 'due', 'placental', 'insufficiency', 'fetal', 'intrauterine', 'growth', 'restriction']",1
['would'],0
['Moclobemide'],1
"['Lesser', 'curvature', 'stomach']",1
"['Laceration', 'superficial', 'palmar', 'arch']",1
['Dicamba'],1
['heard'],0
"['Specialized', 'gonadal', 'neoplasms', 'benign']",1
['Actinomycetales'],1
"['Eucalyptus', 'oil']",1
"['Maternal', 'care', 'related', 'fetus', 'amniotic', 'cavity', 'possible', 'delivery', 'problems']",1
['said'],0
['every'],0
"['hudson', 'free', 'sail']",0
"['Developmental', 'language', 'disorder', 'impairment', 'mainly', 'expressive', 'language']",1
['Epispadias'],1
"['Unintentionally', 'struck', 'moving', 'object']",1
"['Abnormality', 'red', 'blood', 'cells', 'unspecified']",1
['country'],0
['Literary'],0
"['Exercise', 'fitness', 'equipment', 'fixed']",1
['recruited'],0
"['Benign', 'lymphatic', 'neoplasms']",1
"['Assault', 'cut', 'pierced', 'sharp', 'object']",1
['patrolman'],0
"['Respite', 'care']",1
"['Cholestasis', 'parenteral', 'nutrition']",1
['provide'],0
"['Diphtheria', 'hepatitis', 'B', 'pertussis', 'tetanus', 'vaccines']",1
"['Phlegm', 'obstructing', 'uterus', 'pattern']",1
"['Other', 'specified', 'arenavirus', 'disease']",1
"['Subclavius', 'tendon']",1
['said'],0
"['Other', 'specified', 'fracture', 'scapula']",1
['quiet'],0
"['Crushing', 'injury', 'lower', 'leg', 'unspecified']",1
"['Granulation', 'postmastoidectomy', 'cavity']",1
"['Ophthalmic', 'devices', 'associated', 'injury', 'harm', 'therapeutic', 'nonsurgical', 'rehabilitative', 'devices']",1
['would'],0
"['Jatropha', 'macrorhiza', 'plant']",1
['Etybenzatropine'],1
"['Foreign', 'body', 'pharynx', 'unspecified']",1
"['Other', 'specified', 'pacemaker', 'implantable', 'cardioverter', 'defibrillator', 'complication']",1
['averaged'],0
"['Thoracoabdominal', 'aortic', 'aneurysm', 'unspecified']",1
['volume'],0
"['approved', 'timothy', 'palmer']",0
['treated'],0
"['Other', 'specified', 'chronic', 'pain']",1
"['poked', 'toe', 'clothes']",0
"['Other', 'marginal', 'perforations', 'tympanic', 'membrane']",1
['Chlortetracycline'],1
['extreme'],0
"['Tuberculous', 'granuloma', 'brain']",1
['Nephron'],1
['Flaked'],1
"['Diazolidinyl', 'urea']",1
"['Digastric', 'tendon']",1
['Foscarnet'],1
['I'],0
"['Other', 'specified', 'impairment', 'electrophysiological', 'functions']",1
"['Carbon', 'monoxide', 'incomplete', 'combustion', 'fuel', 'gas']",1
"['Desmoplastic', 'infantile', 'ganglioglioma']",1
['work'],0
['use'],0
['Hortaea'],1
"['Endotracheal', 'tubes', 'accessories']",1
"['Refusal', 'fluid', 'elsewhere', 'classified']",1
['Tribenoside'],1
['manner'],0
['order'],0
['destroyed'],0
"['Disorders', 'newborn', 'related', 'length', 'gestation', 'fetal', 'growth', 'unspecified']",1
['Dantrolene'],1
"['Teratoma', 'NOS']",1
"['Haemorrhagic', 'disorder', 'due', 'circulating', 'anticoagulants', 'coagulation', 'factors']",1
['crowed'],0
"['Other', 'opioid', 'analgesics', 'natural', 'synthetic']",1
"['Malignant', 'neoplasms', 'prostate']",1
['One'],0
"['Sixth', 'cervical', 'nerve', 'root']",1
"['Fitting', 'adjustment', 'hearing', 'aid']",1
['level'],0
"['Contusion', 'knee']",1
"['Irritant', 'contact', 'dermatitis', 'specified', 'site']",1
['strategy'],0
['bits'],0
['Anterior'],1
"['Squamous', 'cell', 'carcinoma', 'middle', 'ear']",1
"['Injury', 'thoracic', 'spinal', 'cord', 'unspecified']",1
"['always', 'indisposed']",0
['Strongyloidiasis'],1
"['Vasomotor', 'rhinitis']",1
['marked'],0
"['Haemolytic', 'anaemias']",1
"['Benign', 'lymphoepithelial', 'lesion', 'lacrimal', 'gland']",1
['thought'],0
"['Brain', 'system', 'disorders', 'unspecified']",1
"['Psoralen', 'nonmedicinal']",1
['Mannitol'],1
"['Sleeve', 'component', 'medical', 'device']",1
['better'],0
"['Fracture', 'clavicle', 'due', 'birth', 'injury']",1
"['take', 'comprehend']",0
"['Diseases', 'immune', 'dysregulation']",1
['Scammony'],1
['would'],0
['song'],0
"['Diverticulosis', 'unspecified', 'part', 'intestine', 'without', 'haemorrhage']",1
['ngandlu'],0
"['Vitamins', 'antioxidants']",1
"['Neoplasms', 'unknown', 'behaviour', 'specified', 'middle', 'ear', 'respiratory', 'intrathoracic', 'organ']",1
"['Malunion', 'fracture']",1
"['Contusion', 'thigh']",1
"['Telephone', 'pole', 'Stobie', 'pole']",1
"['Oesophageal', 'fistula', 'without', 'atresia']",1
"['Eosinophilic', 'gastritis']",1
"['born', 'savannah', 'georgia']",0
"['Other', 'specified', 'complete', 'trisomies', 'autosomes']",1
"['Irritant', 'contact', 'dermatitis', 'due', 'exposure', 'acids', 'alkalis', 'specified', 'chemical', 'irritants']",1
"['Adenocarcinoma', 'adrenal', 'gland']",1
"['Sulfonamide', 'trimethoprim', 'resistant', 'Streptococcus', 'pneumoniae']",1
"['Combinations', 'penicillins']",1
['oxcart'],0
['would'],0
"['Unintentional', 'exposure', 'harmful', 'effects', 'multiple', 'drugs', 'medicaments', 'biological', 'substances']",1
['valid'],0
['officer'],0
['pure'],0
['essential'],0
"['Injury', 'unspecified', 'muscle', 'fascia', 'tendon', 'shoulder', 'upper', 'arm', 'level']",1
"['Combined', 'small', 'cell', 'carcinoma']",1
['mind'],0
"['Relay', 'component', 'medical', 'device']",1
"['Skating', 'rink', 'ice', 'palace']",1
"['Reactive', 'arthropathies', 'unspecified']",1
"['Diseases', 'neuromuscular', 'junction', 'muscle', 'unspecified']",1
['Fampridine'],1
"['Delayed', 'union', 'fracture']",1
"['Lateral', 'pterygoid', 'nerve']",1
"['Nitrogen', 'oxide']",1
"['Premature', 'indicator', 'activation']",1
"['Lacrimal', 'apparatus']",1
['One'],0
"['Plasma', 'cell', 'myeloma']",1
"['quintus', 'latin', 'means']",0
"['Other', 'specified', 'superficial', 'thrombophlebitis']",1
"['call', 'taxi']",0
['Elotuzumab'],1
['Alec'],0
['Diphenadione'],1
"['Heat', 'entering', 'qi', 'phase', 'pattern']",1
['little'],0
['Coagulant'],1
"['Distal', 'interphalangeal', 'joint', 'fifth', 'toe']",1
"['Dislocation', 'tarsal', 'joint']",1
['Bumblebees'],0
['Once'],0
"['Chronic', 'rhinitis', 'nasopharyngitis', 'pharyngitis']",1
"['call', 'ten', 'minutes']",0
['Constitution'],0
"['Benign', 'osteogenic', 'tumours', 'bone', 'articular', 'cartilage', 'pelvic', 'bones', 'sacrum', 'coccyx']",1
"['Bisulepin', 'hydrochloride']",1
['last'],0
"['Other', 'specified', 'disorders', 'muscle', 'tone', 'newborn']",1
['Gabriel'],0
"['Potassium', 'acetate']",1
"['Ioxitalamic', 'acid']",1
"['Trimethoprim', 'sulfamethoxazole']",1
['small'],0
"['Benign', 'neoplasm', 'male', 'genital', 'organs']",1
"['palestine', 'believe']",0
['Samuels'],0
['Zovant'],1
['agencies'],0
['Udenafil'],1
"['Magnesium', 'sulfate']",1
"['said', 'captain', 'may', 'speak', 'please']",0
"['Antiobesity', 'preparations']",1
['Francis'],0
"['Tranexamic', 'acid']",1
"['Fear', 'mental', 'disorder']",1
"['Need', 'immunization', 'yellow', 'fever']",1
['sheet'],0
"['Headache', 'disorders']",1
"['Moderate', 'pattern']",1
"['Neurological', 'disorders', 'due', 'nutrient', 'deficiency', 'unspecified']",1
['said'],0
['Christ'],0
"['Coating', 'material', 'component', 'medical', 'device']",1
['syndrome'],1
"['Autosomal', 'recessive', 'cardiomyopathy', 'ophthalmoplegia']",1
"['Foreign', 'body', 'accidentally', 'left', 'body', 'mode', 'injury', 'harm']",1
['let'],0
"['Parvovirus', 'infection', 'unspecified', 'site']",1
"['Vitamin', 'deficiency']",1
"['Congenital', 'hypotonia']",1
"['Device', 'tipped']",1
"['Malignant', 'neoplasms', 'cervix', 'uteri']",1
"['eddie', 'nodded']",0
"['Postnatal', 'intestinal', 'perforation', 'unspecified']",1
['His'],0
"['said', 'casey', 'meant']",0
"['Anterior', 'suprarenal', 'artery']",1
['It'],0
"['Multiple', 'widespread', 'intracranial', 'abscess']",1
"['Thermal', 'decomposition', 'device']",1
"['Chronic', 'otitis', 'externa']",1
"['Bacterial', 'pneumonia', 'unspecified']",1
"['Traumatic', 'purpura']",1
"['drop', 'anchor']",0
['syndrome'],1
['members'],0
"['Factors', 'related', 'medical', 'facilities', 'health', 'care']",1
['Doxercalciferol'],1
"['Candidosis', 'nail', 'paronychium']",1
['Citrobacter'],1
"['Physiological', 'hypermelanosis']",1
['million'],0
"['Pulmonary', 'thromboembolism']",1
"['Autoimmune', 'inner', 'ear', 'disease']",1
"['Solid', 'carcinoma', 'mucin', 'formation']",1
"['Submental', 'vein']",1
"['Symptoms', 'signs', 'involving', 'eating', 'related', 'behaviour']",1
['thoroughly'],0
['nicely'],0
"['Infection', 'amputation', 'stump']",1
"['Malignant', 'neoplasm', 'metastases', 'lymph', 'nodes', 'multiple', 'regions']",1
"['Multiple', 'specified', 'psychoactive', 'substances', 'withdrawal', 'perceptual', 'disturbances']",1
['solemnly'],0
['bullets'],0
"['Ophthalmic', 'devices', 'associated', 'injury', 'harm', 'miscellaneous', 'devices', 'elsewhere', 'classified']",1
"['Ethyl', 'dichloroarsine']",1
"['Low', 'bone', 'mass', 'disorders']",1
['standard'],0
['Tebupirimfos'],1
"['Other', 'specified', 'reduction', 'defects', 'upper', 'limb']",1
"['Haemoglobin', 'D', 'disease']",1
"['Cerebral', 'ischaemic', 'stroke', 'due', 'cardiac', 'embolism']",1
"['Other', 'specified', 'infections', 'anal', 'region']",1
"['XX', 'disorders', 'sex', 'development', 'induced', 'androgens', 'fetal', 'origin', 'unspecified']",1
"['Assault', 'threat', 'breathing', 'low', 'oxygen', 'environment']",1
"['Nontraumatic', 'laceration', 'rupture', 'spleen']",1
"['Calculus', 'prostate']",1
"['Hereditary', 'ataxia', 'unspecified']",1
['fact'],0
"['NYHA', 'Class', 'IV', 'Unable', 'carry', 'physical', 'activity', 'without', 'discomfort']",1
['And'],0
"['Lamivudine', 'Dolutegravir']",1
"['Deltoid', 'ligament']",1
"['Major', 'anomalies', 'jaw', 'size']",1
['I'],0
"['Special', 'screening', 'examination', 'protozoal', 'diseases', 'helminthiases']",1
"['Strain', 'sprain', 'muscle', 'fascia', 'tendon', 'parts', 'biceps']",1
['front'],0
"['Acquired', 'interatrial', 'communication']",1
['Molindone'],1
"['Tin', 'chloride']",1
"['Gorlin', 'syndrome']",1
['location'],0
['get'],0
"['Other', 'specified', 'symptoms', 'signs', 'involving', 'nervous', 'system']",1
['Phenacemide'],1
"['Special', 'screening', 'examination', 'nutritional', 'disorders']",1
"['Syphilis', 'unspecified']",1
"['Postoperative', 'adhesions', 'vagina']",1
"['might', 'tight', 'knew']",0
"['Respiratory', 'failure']",1
"['Complete', 'posterior', 'vaginal', 'wall', 'prolapse']",1
"['Dysplastic', 'naevus']",1
"['Sensation', 'disturbance']",1
"['Pericardial', 'cavity']",1
"['Sedative', 'hypnotic', 'psychotic', 'disorder']",1
"['Disturbances', 'smell', 'taste']",1
"['Pseudopterygium', 'conjunctiva']",1
"['Toxoplasma', 'gondii']",1
"['Obstructed', 'labour', 'due', 'maternal', 'pelvic', 'abnormality']",1
"['Roseola', 'infantum']",1
['bit'],0
['And'],0
"['Inguinal', 'hernia']",1
"['Secondary', 'peritonitis', 'unspecified']",1
"['Noninflammatory', 'disorders', 'external', 'ear']",1
"['Intentional', 'self', 'harm', 'contact', 'weapon', 'type', 'unspecified']",1
"['beatific', 'vision']",0
['party'],0
"['ophthalmic', 'preparation']",1
['donna'],0
"['Problems', 'associated', 'education']",1
"['Symptom', 'complaint', 'bladder']",1
"['Ascending', 'branch', 'medial', 'femoral', 'circumflex', 'artery']",1
"['military', 'organizations']",0
['time'],0
"['Fracture', 'rib', 'sternum', 'thoracic', 'spine']",1
['limits'],0
['Nicofuranose'],1
"['Childhood', 'absence', 'epilepsy']",1
['really'],0
"['Other', 'specified', 'injury', 'extensor', 'muscle', 'fascia', 'tendon', 'thumb', 'wrist', 'hand', 'level']",1
"['Other', 'specified', 'interstitial', 'lung', 'diseases', 'associated', 'systemic', 'diseases']",1
"['Adult', 'Nutritional', 'Status', 'Scale', 'Value']",1
"['Computer', 'software', 'component', 'medical', 'device']",1
